1	15
2	1
3	18
4	7
5	23
6	1
7	20
8	6
9	26
11	11
12	12
13	19
14	25
15	27
16	27
17	14
18	12
19	9
20	3
21	9
22	26
24	11
25	19
26	15
27	18
28	6
29	28
30	20
31	29
32	3
33	3
34	1
35	1
36	29
37	12
38	14
39	3
40	18
41	20
42	19
43	6
44	9
45	14
47	27
48	16
49	21
50	15
51	1
52	23
53	2
54	23
55	10
56	27
57	25
58	24
59	8
60	10
61	11
62	14
63	26
64	20
65	6
66	7
67	23
68	17
69	5
70	18
71	29
73	25
74	18
75	23
76	8
77	13
78	5
79	13
80	20
81	11
83	10
84	9
85	6
86	21
87	5
88	6
89	23
90	8
91	1
92	23
93	10
94	8
95	20
96	22
97	6
98	27
99	18
100	26
101	11
102	2
103	14
104	2
105	18
106	6
107	16
108	12
110	18
111	27
112	6
113	25
114	17
115	22
116	7
117	20
118	18
119	24
121	22
122	26
123	25
124	17
125	8
127	19
128	12
129	24
130	21
131	25
132	27
133	8
135	12
137	19
138	6
139	15
140	1
141	14
143	22
144	15
145	29
146	14
147	14
148	1
149	16
150	11
151	22
152	20
153	5
155	30
156	9
157	17
158	20
159	1
160	7
161	10
162	23
163	20
164	8
165	27
168	26
169	3
170	9
171	13
172	13
173	17
174	16
175	20
176	29
177	27
178	23
179	8
180	20
181	4
182	17
183	13
184	22
185	6
186	30
188	1
189	17
190	1
191	15
192	27
193	8
194	16
195	5
196	8
197	22
198	4
199	4
200	12
201	13
202	14
203	27
205	17
206	19
207	28
208	20
209	4
210	16
211	21
212	26
213	27
214	15
215	26
216	16
217	27
218	29
219	19
220	23
221	19
222	16
223	1
224	25
225	5
226	10
227	2
228	13
229	25
230	25
231	11
232	18
233	22
234	1
235	28
236	5
237	13
238	30
239	25
240	30
241	8
242	30
243	24
245	17
246	25
247	5
248	19
249	3
251	23
252	6
254	26
255	3
256	26
257	15
258	15
259	15
260	6
261	1
262	5
263	14
264	27
265	6
266	18
267	21
268	11
269	25
271	7
272	30
273	11
274	12
275	10
276	9
277	27
278	22
279	26
280	3
281	6
282	12
283	12
284	21
285	10
286	14
287	18
288	29
289	16
290	4
291	14
293	7
294	24
295	23
296	4
297	17
298	16
299	9
300	8
301	29
303	22
304	24
305	20
307	28
308	12
309	12
310	11
311	24
312	7
314	17
315	10
316	27
317	28
318	19
319	26
320	11
321	1
322	18
323	28
324	18
325	14
326	19
327	30
328	11
329	20
330	27
332	20
333	6
334	13
335	10
336	28
337	14
338	30
339	1
340	29
341	11
342	8
343	12
344	20
345	29
346	4
348	12
349	26
351	20
352	21
353	1
354	16
355	10
356	23
357	9
358	13
