1	17
2	1
3	21
4	7
5	26
6	1
7	23
8	13
9	1
10	13
11	11
12	13
13	22
14	28
17	16
18	10
19	9
20	3
21	24
22	29
24	11
25	22
26	17
27	21
28	6
29	14
30	9
31	12
32	3
33	25
34	5
35	1
36	12
37	13
38	16
39	3
40	21
41	23
42	22
43	6
44	9
45	16
46	19
48	18
49	24
50	17
51	8
52	26
53	2
54	18
55	10
57	23
58	27
59	8
60	10
61	11
62	2
63	29
64	23
65	6
66	7
67	26
68	20
69	16
70	21
71	12
72	19
73	28
74	17
75	26
76	8
77	2
78	5
79	15
80	23
81	11
82	19
83	10
84	9
85	6
86	24
87	5
88	6
89	26
90	18
91	6
92	26
93	10
94	8
95	19
97	3
99	21
100	29
101	11
102	2
103	16
104	2
105	21
106	6
107	18
108	13
109	19
110	21
112	6
113	28
114	20
115	24
116	11
117	21
118	21
119	27
121	25
122	29
123	15
124	20
125	8
127	22
128	13
129	27
130	24
131	28
133	8
134	19
135	13
137	22
138	6
139	17
140	1
141	16
142	19
143	7
144	17
145	12
146	16
147	16
148	1
149	18
150	11
151	25
152	2
153	5
154	19
155	30
156	1
157	20
158	23
159	1
160	7
161	25
162	26
163	25
164	8
166	19
168	5
169	3
170	9
171	15
172	15
173	20
174	18
175	23
176	12
178	8
179	8
180	23
181	4
182	20
184	25
185	17
186	30
188	1
189	20
190	1
191	17
193	8
194	18
195	5
196	8
197	25
198	4
199	4
200	13
201	15
202	16
205	20
206	22
207	14
208	16
209	4
210	18
211	24
212	29
214	17
216	18
218	12
219	22
220	26
221	9
222	18
223	1
224	23
225	5
226	10
227	2
228	4
229	28
230	28
231	11
232	4
233	25
234	20
235	14
236	5
237	15
238	30
239	28
240	30
241	8
242	30
243	27
244	19
245	20
246	20
247	20
248	1
249	25
250	19
251	26
252	6
254	29
255	3
256	29
257	17
259	17
260	6
261	1
262	5
263	22
265	6
266	21
267	24
268	5
269	7
271	7
272	30
273	11
274	13
275	10
276	9
278	25
279	29
280	3
281	19
282	13
283	13
284	24
285	10
286	16
287	21
288	12
289	18
290	4
291	16
293	7
294	27
295	26
296	3
297	5
299	9
300	8
301	12
303	25
304	27
305	16
306	8
307	14
308	13
309	21
310	11
311	27
312	7
313	19
314	30
315	13
317	14
318	22
319	29
320	11
321	1
322	21
323	14
324	21
325	16
326	22
327	30
328	4
329	23
330	26
332	6
333	6
334	15
335	29
336	14
337	16
338	30
339	11
340	12
341	11
342	4
343	6
344	23
345	12
346	4
347	19
348	13
349	29
350	19
351	15
352	21
353	10
354	18
355	10
356	7
357	27
358	13
359	14
360	24
361	2
362	6
363	6
365	30
366	26
367	13
368	10
369	19
370	27
371	27
372	3
373	26
374	17
375	20
376	28
377	5
378	25
379	16
380	24
382	30
384	11
385	30
386	4
387	19
388	18
389	10
390	13
391	18
393	14
394	27
395	9
396	14
397	17
400	15
401	8
402	18
403	7
404	4
406	20
407	7
408	1
409	30
410	15
411	4
412	7
413	29
414	8
415	2
416	23
417	16
418	19
419	28
420	20
421	2
422	23
423	15
424	5
425	3
426	9
427	29
429	14
430	4
431	11
432	9
433	8
434	13
435	18
436	29
437	11
438	7
439	27
441	24
442	26
443	24
444	26
445	27
446	17
447	20
448	20
449	9
450	14
451	3
452	16
453	1
454	9
455	10
456	22
457	18
458	12
459	8
460	11
461	5
462	3
463	2
464	7
465	21
466	16
467	4
468	17
469	10
470	14
471	25
472	23
473	8
474	15
475	19
476	30
479	16
481	13
482	9
483	13
484	1
485	9
486	20
487	30
488	30
489	11
491	20
492	19
493	14
494	19
495	20
496	4
497	7
498	13
499	6
500	20
502	17
504	27
505	5
506	21
507	19
508	19
509	12
510	22
511	10
512	16
513	30
515	11
516	28
517	17
518	13
519	7
520	7
521	2
522	10
523	15
525	20
526	15
527	21
528	23
529	29
530	14
531	30
532	8
533	21
534	3
536	24
537	2
538	24
539	11
540	10
541	29
542	28
543	15
544	27
545	3
546	9
547	6
548	13
549	8
550	10
551	5
552	13
553	20
554	17
555	28
556	26
557	17
558	26
559	27
560	9
561	11
562	7
563	12
564	9
565	20
566	4
567	5
568	26
569	24
570	28
571	4
572	30
573	29
574	25
576	2
578	13
579	27
580	11
581	11
582	11
584	5
585	24
586	14
587	14
588	25
589	24
591	7
592	9
593	22
595	13
597	17
598	22
599	26
600	17
601	22
602	11
604	29
605	30
606	27
608	11
609	19
610	1
611	21
612	25
613	26
614	11
615	8
616	24
617	15
618	29
619	6
620	17
621	3
622	2
623	3
624	24
626	28
627	7
628	22
629	29
630	17
631	13
632	29
633	19
634	4
635	17
636	22
637	4
639	18
640	22
641	15
642	14
643	15
644	6
645	20
646	26
647	10
649	21
651	13
652	30
653	19
654	28
655	20
656	4
657	16
658	10
660	28
661	6
662	11
666	14
667	4
668	14
669	29
670	2
671	3
673	3
674	23
675	15
676	27
677	10
678	24
680	18
681	22
682	29
683	26
684	17
685	12
686	18
687	30
688	20
689	11
690	14
691	26
692	8
693	24
696	12
697	10
698	29
699	22
700	18
701	24
702	6
703	28
704	28
705	5
706	24
707	16
709	23
710	27
711	24
712	2
713	27
714	26
715	5
716	11
717	7
718	28
719	1
720	25
721	25
722	13
723	19
724	30
725	14
726	22
727	30
728	15
729	3
730	13
731	9
732	17
734	3
736	18
737	15
738	13
739	1
740	2
741	18
742	25
743	16
744	25
745	21
746	12
747	28
748	25
749	1
750	4
751	9
752	12
753	30
754	9
756	8
757	6
758	11
759	16
760	8
761	9
762	1
763	16
764	13
765	28
766	8
767	3
768	6
769	7
770	16
771	20
772	17
773	23
774	7
776	7
777	27
778	25
779	19
780	13
781	2
783	3
784	28
785	24
786	23
787	1
788	3
789	8
791	13
792	19
793	1
794	16
795	10
796	4
797	26
