1	14
2	1
3	17
4	6
5	21
6	1
7	18
9	24
10	28
11	10
12	11
14	23
15	25
16	25
17	13
18	11
19	8
20	3
21	8
22	24
23	30
24	10
26	14
27	17
28	5
29	26
30	18
31	27
32	3
33	3
34	1
35	1
36	27
37	16
38	13
39	3
40	17
41	18
43	1
44	8
45	13
46	29
47	25
48	15
49	19
50	14
51	1
53	2
54	21
55	13
56	25
57	23
58	22
59	7
60	9
61	10
62	13
63	18
64	18
65	14
66	18
67	21
68	16
69	4
70	10
71	27
72	29
73	23
74	17
75	21
76	7
77	12
78	4
79	12
80	18
81	10
82	29
83	9
84	8
85	5
86	19
87	4
88	5
89	21
90	2
91	1
92	8
93	24
94	7
95	18
96	20
97	5
98	25
99	17
100	24
101	10
102	18
103	5
104	2
105	17
106	5
107	15
108	11
109	29
110	17
111	25
112	5
113	23
114	7
115	20
116	23
117	18
118	17
119	22
120	30
121	20
122	24
123	23
124	16
125	7
126	30
127	3
128	11
129	22
130	19
131	23
132	25
133	7
134	29
135	11
136	30
138	5
139	14
140	1
141	13
142	29
143	20
144	14
145	27
146	13
147	13
148	1
149	15
150	10
151	20
152	18
153	4
154	29
156	22
157	16
158	18
159	1
160	6
161	9
162	21
163	18
164	7
165	25
166	29
167	28
168	6
169	3
170	1
171	6
172	12
173	16
174	12
175	18
176	27
177	25
178	21
179	7
180	18
181	7
182	16
183	12
184	20
185	5
187	28
188	1
189	16
190	1
191	14
192	25
193	7
194	9
196	7
197	20
200	11
201	12
202	13
203	25
204	30
205	16
206	17
207	26
208	18
210	24
212	24
213	25
214	14
215	24
216	15
217	25
218	27
220	21
222	15
223	1
224	23
225	4
226	9
227	2
228	12
229	23
230	23
231	10
232	17
233	20
234	1
235	26
236	4
237	12
239	23
241	7
243	22
244	29
245	16
246	23
247	4
249	3
250	29
251	21
252	5
253	28
254	24
255	3
256	23
257	14
258	14
259	14
260	5
261	1
262	4
263	13
264	8
265	5
266	17
267	19
268	10
269	23
270	28
271	6
273	10
274	11
275	9
276	4
277	25
278	20
279	24
280	3
281	5
282	11
283	3
284	19
285	9
286	13
287	17
288	27
289	15
291	21
292	30
293	6
294	22
295	21
297	16
298	14
299	8
300	7
301	27
302	30
303	20
304	22
305	18
306	30
307	26
308	5
